,year,t2m,t2m_rolling,t2m_pct_change,state
42,2021,21.124696468566526,20.269983237130326,0.022735615958492383,South Dakota
43,2022,20.415621630745648,20.23373498857393,0.03905847499994208,South Dakota
44,2023,20.61947751252552,20.200920313485675,0.01843449136752162,South Dakota
0,1979,21.532128553805194,,,Missouri
1,1980,23.748443615954898,,,Missouri
2,1981,21.609338710619056,,,Missouri
3,1982,21.878879393701993,,,Missouri
4,1983,21.902536197330676,22.134265294282365,,Missouri
5,1984,21.65436117752739,22.158711819026802,,Missouri
6,1985,21.844587483613395,21.7779405925585,,Missouri
7,1986,23.4453920820485,22.14515126684439,,Missouri
8,1987,23.86165960146036,22.541707308396063,,Missouri
9,1988,23.318820115794324,22.824964092088795,0.031204957048420745,Missouri
10,1989,21.218294073187792,22.737750671220873,0.026131431146501516,Missouri
11,1990,21.508963866855822,22.67062594786936,0.04099034761881426,Missouri
12,1991,23.654747042448662,22.712496939949393,0.02561940834219678,Missouri
13,1992,20.999174648782514,22.139999949413824,-0.01782062704862719,Missouri
14,1993,21.986900010316276,21.873615928318213,-0.041680160368809616,Missouri
15,1994,22.147556192978584,22.059468352276372,-0.029830669214039762,Missouri
16,1995,21.409289020040774,22.039533382913362,-0.027837456557537665,Missouri
17,1996,21.836645200978182,21.675913014619265,-0.045639364446401376,Missouri
18,1997,21.013876492044233,21.67885338327161,-0.02082866157162866,Missouri
19,1998,23.17736251665201,21.916945884538755,0.0019809233353340616,Missouri
20,1999,22.532172028914772,21.993869051725994,-0.0029737480297710173,Missouri
21,2000,22.091473674774193,22.130305982672677,0.004118626206019771,Missouri
22,2001,22.580194962543032,22.279015934985647,0.027823645535005603,Missouri
23,2002,22.315555419092618,22.539351720395324,0.039692982000040455,Missouri
24,2003,21.646895027160667,22.233258222497057,0.014432318244735232,Missouri
25,2004,21.856308679995323,22.098085552713165,0.0047384341855483125,Missouri
26,2005,23.03361995531168,22.286514808820662,0.007058593146895165,Missouri
27,2006,23.218680829587186,22.414211982229496,0.006068313234227851,Missouri
28,2007,22.997814647011182,22.550663827813207,0.0005018825544855776,Missouri
29,2008,22.102513947694206,22.641787611919916,0.01837469728163743,Missouri
30,2009,21.786427759087644,22.62781142773838,0.02397157318273546,Missouri
31,2010,23.458882821124575,22.712864000900957,0.019130366310642355,Missouri
32,2011,23.65579314024552,22.800286463032627,0.01722453955147829,Missouri
33,2012,25.41292227040168,23.283307987710725,0.032488806781550306,Missouri
34,2013,21.900297467604958,23.242864691692876,0.02654724485872828,Missouri
35,2014,21.88335036402168,23.262249212679684,0.02803796500458633,Missouri
36,2015,22.77162157141646,23.12479696273806,0.018136548601742186,Missouri
37,2016,23.13870636483898,23.02137960765675,0.00969694591261372,Missouri
38,2017,23.059098836650037,22.550614920906423,-0.03146859832765292,Missouri
39,2018,25.06928200514426,23.184411828414284,-0.002514873448430155,Missouri
40,2019,22.32791308942052,23.273324373494052,0.0004761001704138845,Missouri
41,2020,22.678990542370343,23.25479816768483,0.005621723086098651,Missouri
42,2021,22.343793300960385,23.09581555490911,0.003233339987478434,Missouri
43,2022,23.857581524226987,23.2555120924245,0.03125844567832936,Missouri
44,2023,23.348241155043922,22.911303922404432,-0.011779807399519004,Missouri
